ID,GROUP_ID,DISPLAY_NAME,SLUG,ABBREVIATION,SHORT_NAME,TEAM_NAME,WINS,LOSSES,STANDING,STREAK,GB
23,44,San José State Spartans,san_josé_state_spartans,SJSU,San José St,Spartans,9.0,17.0,10.0,-1.0,12.0
278,44,Fresno State Bulldogs,fresno_state_bulldogs,FRES,Fresno St,Bulldogs,11.0,15.0,9.0,-2.0,10.0
2751,44,Wyoming Cowboys,wyoming_cowboys,WYO,Wyoming,Cowboys,13.0,12.0,8.0,1.0,7.5
2440,44,Nevada Wolf Pack,nevada_wolf_pack,NEV,Nevada,Wolf Pack,20.0,6.0,6.0,1.0,1.0
2439,44,UNLV Rebels,unlv_rebels,UNLV,UNLV,Rebels,14.0,10.0,7.0,-1.0,6.0
36,44,Colorado State Rams,colorado_state_rams,CSU,Colorado St,Rams,20.0,6.0,4.0,1.0,1.0
167,44,New Mexico Lobos,new_mexico_lobos,UNM,New Mexico,Lobos,20.0,6.0,5.0,-1.0,1.0
68,44,Boise State Broncos,boise_state_broncos,BOIS,Boise St,Broncos,17.0,8.0,3.0,1.0,3.5
328,44,Utah State Aggies,utah_state_aggies,USU,Utah State,Aggies,21.0,5.0,2.0,-1.0,0.0
21,44,San Diego State Aztecs,san_diego_state_aztecs,SDSU,San Diego St,Aztecs,20.0,6.0,1.0,2.0,1.0
284,19,Stonehill Skyhawks,stonehill_skyhawks,STO,Stonehill,Skyhawks,3.0,25.0,9.0,-4.0,14.5
2598,19,St. Francis (PA) Red Flash,st._francis_(pa)_red_flash,SFPA,St Francis PA,Red Flash,8.0,18.0,8.0,-2.0,8.5
112358,19,Long Island University Sharks,long_island_university_sharks,LIU,Long Island,Sharks,6.0,19.0,7.0,-2.0,10.0
2681,19,Wagner Seahawks,wagner_seahawks,WAG,Wagner,Seahawks,12.0,12.0,6.0,-1.0,3.5
161,19,Fairleigh Dickinson Knights,fairleigh_dickinson_knights,FDU,Fair Dickinson,Knights,13.0,14.0,3.0,2.0,4.0
2529,19,Sacred Heart Pioneers,sacred_heart_pioneers,SHU,Sacred Heart,Pioneers,13.0,14.0,4.0,1.0,4.0
2330,19,Le Moyne Dolphins,le_moyne_dolphins,LEM,Le Moyne,Dolphins,12.0,14.0,5.0,2.0,4.5
2115,19,Central Connecticut Blue Devils,central_connecticut_blue_devils,CCSU,C Connecticut,Blue Devils,15.0,10.0,2.0,-1.0,1.0
2771,19,Merrimack Warriors,merrimack_warriors,MRMK,Merrimack,Warriors,17.0,10.0,1.0,8.0,0.0
2815,20,Lindenwood Lions,lindenwood_lions,LIN,Lindenwood,Lions,8.0,19.0,11.0,-5.0,12.0
2546,20,Southeast Missouri State Redhawks,southeast_missouri_state_redhawks,SEMO,SE Missouri,Redhawks,8.0,19.0,10.0,-3.0,12.0
2635,20,Tennessee Tech Golden Eagles,tennessee_tech_golden_eagles,TNTC,Tennessee Tech,Golden Eagles,9.0,18.0,8.0,-1.0,11.0
88,20,Southern Indiana Screaming Eagles,southern_indiana_screaming_eagles,USI,So Indiana,Screaming Eagles,7.0,20.0,9.0,-2.0,13.0
2197,20,Eastern Illinois Panthers,eastern_illinois_panthers,EIU,E Illinois,Panthers,13.0,14.0,7.0,2.0,7.0
2565,20,SIU Edwardsville Cougars,siu_edwardsville_cougars,SIUE,SIUE,Cougars,15.0,12.0,5.0,2.0,5.0
2634,20,Tennessee State Tigers,tennessee_state_tigers,TNST,Tennessee St,Tigers,15.0,12.0,6.0,-2.0,5.0
2630,20,UT Martin Skyhawks,ut_martin_skyhawks,UTM,UT Martin,Skyhawks,17.0,10.0,3.0,3.0,3.0
2710,20,Western Illinois Leathernecks,western_illinois_leathernecks,WIU,W Illinois,Leathernecks,17.0,10.0,4.0,2.0,3.0
2031,20,Little Rock Trojans,little_rock_trojans,LR,Little Rock,Trojans,16.0,11.0,2.0,5.0,4.0
2413,20,Morehead State Eagles,morehead_state_eagles,MORE,Morehead St,Eagles,20.0,7.0,1.0,-2.0,0.0
204,21,Oregon State Beavers,oregon_state_beavers,ORST,Oregon St,Beavers,11.0,15.0,12.0,-6.0,9.5
30,21,USC Trojans,usc_trojans,USC,USC,Trojans,10.0,16.0,11.0,-1.0,10.5
264,21,Washington Huskies,washington_huskies,WASH,Washington,Huskies,14.0,12.0,10.0,-1.0,6.5
254,21,Utah Utes,utah_utes,UTAH,Utah,Utes,16.0,10.0,9.0,1.0,4.5
9,21,Arizona State Sun Devils,arizona_state_sun_devils,ASU,Arizona St,Sun Devils,13.0,13.0,7.0,-1.0,7.5
24,21,Stanford Cardinal,stanford_cardinal,STAN,Stanford,Cardinal,12.0,13.0,8.0,-2.0,8.0
25,21,California Golden Bears,california_golden_bears,CAL,California,Golden Bears,11.0,15.0,6.0,1.0,9.5
38,21,Colorado Buffaloes,colorado_buffaloes,COLO,Colorado,Buffaloes,17.0,9.0,5.0,1.0,3.5
26,21,UCLA Bruins,ucla_bruins,UCLA,UCLA,Bruins,14.0,12.0,4.0,-1.0,6.5
2483,21,Oregon Ducks,oregon_ducks,ORE,Oregon,Ducks,17.0,8.0,3.0,1.0,3.0
265,21,Washington State Cougars,washington_state_cougars,WSU,Washington St,Cougars,20.0,6.0,2.0,7.0,0.5
12,21,Arizona Wildcats,arizona_wildcats,ARIZ,Arizona,Wildcats,20.0,5.0,1.0,6.0,0.0
2426,22,Navy Midshipmen,navy_midshipmen,NAVY,Navy,Midshipmen,8.0,17.0,10.0,-8.0,10.0
2352,22,Loyola Maryland Greyhounds,loyola_maryland_greyhounds,L-MD,Loyola MD,Greyhounds,6.0,21.0,9.0,-1.0,13.0
107,22,Holy Cross Crusaders,holy_cross_crusaders,HC,Holy Cross,Crusaders,8.0,19.0,8.0,-2.0,11.0
104,22,Boston University Terriers,boston_university_terriers,BU,Boston U,Terriers,11.0,16.0,7.0,1.0,8.0
349,22,Army Black Knights,army_black_knights,ARMY,Army,Black Knights,10.0,17.0,6.0,4.0,9.0
2329,22,Lehigh Mountain Hawks,lehigh_mountain_hawks,LEH,Lehigh,Mountain Hawks,10.0,15.0,4.0,3.0,8.0
2083,22,Bucknell Bison,bucknell_bison,BUCK,Bucknell,Bison,10.0,17.0,5.0,-3.0,9.0
44,22,American University Eagles,american_university_eagles,AMER,American,Eagles,14.0,13.0,3.0,-1.0,5.0
322,22,Lafayette Leopards,lafayette_leopards,LAF,Lafayette,Leopards,11.0,16.0,2.0,1.0,8.0
2142,22,Colgate Raiders,colgate_raiders,COLG,Colgate,Raiders,19.0,8.0,1.0,11.0,0.0
142,23,Missouri Tigers,missouri_tigers,MIZ,Missouri,Tigers,8.0,17.0,14.0,-12.0,12.5
238,23,Vanderbilt Commodores,vanderbilt_commodores,VAN,Vanderbilt,Commodores,7.0,18.0,13.0,-1.0,13.5
8,23,Arkansas Razorbacks,arkansas_razorbacks,ARK,Arkansas,Razorbacks,12.0,13.0,12.0,-2.0,8.5
61,23,Georgia Bulldogs,georgia_bulldogs,UGA,Georgia,Bulldogs,14.0,11.0,11.0,-6.0,6.5
99,23,LSU Tigers,lsu_tigers,LSU,LSU,Tigers,13.0,12.0,10.0,1.0,7.5
145,23,Ole Miss Rebels,ole_miss_rebels,MISS,Ole Miss,Rebels,19.0,6.0,7.0,1.0,1.5
344,23,Mississippi State Bulldogs,mississippi_state_bulldogs,MSST,Mississippi St,Bulldogs,17.0,8.0,8.0,3.0,3.5
245,23,Texas A&M Aggies,texas_a&m_aggies,TA&M,Texas A&M,Aggies,15.0,10.0,9.0,-2.0,5.5
57,23,Florida Gators,florida_gators,FLA,Florida,Gators,18.0,7.0,5.0,3.0,2.5
96,23,Kentucky Wildcats,kentucky_wildcats,UK,Kentucky,Wildcats,18.0,7.0,6.0,2.0,2.5
2579,23,South Carolina Gamecocks,south_carolina_gamecocks,SC,South Carolina,Gamecocks,21.0,5.0,4.0,-2.0,0.0
2,23,Auburn Tigers,auburn_tigers,AUB,Auburn,Tigers,20.0,6.0,3.0,-1.0,1.0
2633,23,Tennessee Volunteers,tennessee_volunteers,TENN,Tennessee,Volunteers,19.0,6.0,2.0,2.0,1.5
333,23,Alabama Crimson Tide,alabama_crimson_tide,ALA,Alabama,Crimson Tide,18.0,7.0,1.0,2.0,2.5
2678,24,VMI Keydets,vmi_keydets,VMI,VMI,Keydets,4.0,23.0,10.0,-8.0,19.0
2643,24,The Citadel Bulldogs,the_citadel_bulldogs,CIT,The Citadel,Bulldogs,10.0,17.0,9.0,1.0,13.0
2193,24,East Tennessee State Buccaneers,east_tennessee_state_buccaneers,ETSU,ETSU,Buccaneers,13.0,14.0,7.0,-3.0,10.0
2382,24,Mercer Bears,mercer_bears,MER,Mercer,Bears,12.0,15.0,8.0,1.0,11.0
2717,24,Western Carolina Catamounts,western_carolina_catamounts,WCU,W Carolina,Catamounts,19.0,8.0,5.0,1.0,4.0
2747,24,Wofford Terriers,wofford_terriers,WOF,Wofford,Terriers,15.0,12.0,6.0,-1.0,8.0
231,24,Furman Paladins,furman_paladins,FUR,Furman,Paladins,15.0,12.0,4.0,3.0,8.0
2430,24,UNC Greensboro Spartans,unc_greensboro_spartans,UNCG,UNC Greensboro,Spartans,19.0,8.0,2.0,2.0,4.0
236,24,Chattanooga Mocs,chattanooga_mocs,UTC,Chattanooga,Mocs,18.0,9.0,3.0,-1.0,5.0
2535,24,Samford Bulldogs,samford_bulldogs,SAM,Samford,Bulldogs,23.0,4.0,1.0,-1.0,0.0
2837,25,Texas A&M-Commerce Lions,texas_a&m-commerce_lions,TAMC,Texas A&M-Comm,Lions,9.0,17.0,9.0,-2.0,14.0
2443,25,New Orleans Privateers,new_orleans_privateers,UNO,New Orleans,Privateers,8.0,18.0,10.0,-3.0,15.0
2916,25,Incarnate Word Cardinals,incarnate_word_cardinals,UIW,Incarnate Word,Cardinals,8.0,17.0,8.0,-1.0,14.5
2277,25,Houston Christian Huskies,houston_christian_huskies,HCU,Hou Christian,Huskies,6.0,18.0,7.0,-2.0,16.0
2466,25,Northwestern State Demons,northwestern_state_demons,NWST,N'Western St,Demons,8.0,18.0,6.0,2.0,15.0
2545,25,SE Louisiana Lions,se_louisiana_lions,SELA,SE Louisiana,Lions,13.0,13.0,5.0,6.0,10.0
357,25,Texas A&M-Corpus Christi Islanders,texas_a&m-corpus_christi_islanders,AMCC,Texas A&M-CC,Islanders,15.0,10.0,2.0,1.0,7.5
2320,25,Lamar Cardinals,lamar_cardinals,LAM,Lamar,Cardinals,14.0,11.0,3.0,1.0,8.5
2447,25,Nicholls Colonels,nicholls_colonels,NICH,Nicholls,Colonels,13.0,12.0,4.0,-1.0,9.5
2377,25,McNeese Cowboys,mcneese_cowboys,MCN,McNeese,Cowboys,23.0,3.0,1.0,4.0,0.0
2400,26,Mississippi Valley State Delta Devils,mississippi_valley_state_delta_devils,MVSU,Miss Valley St,Delta Devils,0.0,25.0,12.0,-25.0,16.0
50,26,Florida A&M Rattlers,florida_a&m_rattlers,FAMU,Florida A&M,Rattlers,4.0,19.0,11.0,-5.0,11.0
2504,26,Prairie View A&M Panthers,prairie_view_a&m_panthers,PV,Prairie View,Panthers,10.0,15.0,10.0,-1.0,6.0
2011,26,Alabama State Hornets,alabama_state_hornets,ALST,Alabama St,Hornets,11.0,14.0,7.0,-3.0,5.0
2029,26,Arkansas-Pine Bluff Golden Lions,arkansas-pine_bluff_golden_lions,UAPB,AR-Pine Bluff,Golden Lions,11.0,14.0,9.0,1.0,5.0
2010,26,Alabama A&M Bulldogs,alabama_a&m_bulldogs,AAMU,Alabama A&M,Bulldogs,7.0,18.0,8.0,2.0,9.0
2065,26,Bethune-Cookman Wildcats,bethune-cookman_wildcats,BCU,Bethune,Wildcats,12.0,13.0,3.0,-1.0,4.0
2296,26,Jackson State Tigers,jackson_state_tigers,JKST,Jackson St,Tigers,11.0,14.0,4.0,3.0,5.0
2640,26,Texas Southern Tigers,texas_southern_tigers,TXSO,Texas Southern,Tigers,9.0,14.0,5.0,-2.0,6.0
2016,26,Alcorn State Braves,alcorn_state_braves,ALCN,Alcorn St,Braves,8.0,17.0,6.0,3.0,8.0
2755,26,Grambling Tigers,grambling_tigers,GRAM,Grambling,Tigers,12.0,13.0,2.0,1.0,4.0
2582,26,Southern Jaguars,southern_jaguars,SOU,Southern,Jaguars,16.0,9.0,1.0,7.0,0.0
233,49,South Dakota Coyotes,south_dakota_coyotes,SDAK,South Dakota,Coyotes,10.0,17.0,9.0,-2.0,7.0
198,49,Oral Roberts Golden Eagles,oral_roberts_golden_eagles,ORU,Oral Roberts,Golden Eagles,11.0,15.0,8.0,-4.0,5.5
2172,49,Denver Pioneers,denver_pioneers,DEN,Denver,Pioneers,15.0,13.0,6.0,1.0,2.5
2437,49,Omaha Mavericks,omaha_mavericks,OMA,Omaha,Mavericks,13.0,15.0,7.0,-1.0,4.5
2449,49,North Dakota State Bison,north_dakota_state_bison,NDSU,N Dakota St,Bison,13.0,14.0,4.0,-1.0,4.0
140,49,Kansas City Roos,kansas_city_roos,KC,Kansas City,Roos,12.0,15.0,5.0,2.0,5.0
2900,49,St. Thomas-Minnesota Tommies,st._thomas-minnesota_tommies,STMN,St Thomas (MN),Tommies,17.0,10.0,3.0,1.0,0.0
2571,49,South Dakota State Jackrabbits,south_dakota_state_jackrabbits,SDST,S Dakota St,Jackrabbits,15.0,12.0,2.0,1.0,2.0
155,49,North Dakota Fighting Hawks,north_dakota_fighting_hawks,UND,North Dakota,Fighting Hawks,17.0,11.0,1.0,2.0,0.5
295,27,Old Dominion Monarchs,old_dominion_monarchs,ODU,Old Dominion,Monarchs,6.0,21.0,14.0,-5.0,18.0
326,27,Texas State Bobcats,texas_state_bobcats,TXST,Texas St,Bobcats,11.0,16.0,13.0,-2.0,13.0
6,27,South Alabama Jaguars,south_alabama_jaguars,USA,South Alabama,Jaguars,13.0,14.0,10.0,-1.0,11.0
2433,27,UL Monroe Warhawks,ul_monroe_warhawks,ULM,UL Monroe,Warhawks,10.0,15.0,9.0,-1.0,13.0
324,27,Coastal Carolina Chanticleers,coastal_carolina_chanticleers,CCU,Coastal Car,Chanticleers,8.0,17.0,12.0,2.0,15.0
290,27,Georgia Southern Eagles,georgia_southern_eagles,GASO,GA Southern,Eagles,5.0,22.0,11.0,-6.0,19.0
2247,27,Georgia State Panthers,georgia_state_panthers,GAST,Georgia St,Panthers,12.0,14.0,8.0,1.0,11.5
276,27,Marshall Thundering Herd,marshall_thundering_herd,MRSH,Marshall,Thundering Herd,12.0,15.0,7.0,-3.0,12.0
2572,27,Southern Miss Golden Eagles,southern_miss_golden_eagles,USM,Southern Miss,Golden Eagles,15.0,12.0,5.0,1.0,9.0
2032,27,Arkansas State Red Wolves,arkansas_state_red_wolves,ARST,Arkansas St,Red Wolves,13.0,14.0,6.0,3.0,11.0
309,27,Louisiana Ragin' Cajuns,louisiana_ragin'_cajuns,UL,Louisiana,Ragin' Cajuns,17.0,10.0,4.0,-1.0,7.0
256,27,James Madison Dukes,james_madison_dukes,JMU,James Madison,Dukes,24.0,3.0,2.0,6.0,0.0
2653,27,Troy Trojans,troy_trojans,TROY,Troy,Trojans,18.0,9.0,3.0,1.0,6.0
2026,27,Appalachian State Mountaineers,appalachian_state_mountaineers,APP,Appalachian St,Mountaineers,22.0,5.0,1.0,3.0,2.0
279,29,Pacific Tigers,pacific_tigers,PAC,Pacific,Tigers,6.0,22.0,9.0,-13.0,15.5
2501,29,Portland Pilots,portland_pilots,PORT,Portland,Pilots,9.0,19.0,8.0,-4.0,12.5
2351,29,Loyola Marymount Lions,loyola_marymount_lions,LMU,LMU,Lions,10.0,16.0,7.0,-6.0,10.5
2492,29,Pepperdine Waves,pepperdine_waves,PEPP,Pepperdine,Waves,11.0,17.0,6.0,1.0,10.5
301,29,San Diego Toreros,san_diego_toreros,USD,San Diego,Toreros,16.0,12.0,5.0,-1.0,5.5
2541,29,Santa Clara Broncos,santa_clara_broncos,SCU,Santa Clara,Broncos,17.0,10.0,4.0,2.0,4.0
2539,29,San Francisco Dons,san_francisco_dons,SF,San Francisco,Dons,21.0,6.0,3.0,6.0,0.0
2250,29,Gonzaga Bulldogs,gonzaga_bulldogs,GONZ,Gonzaga,Bulldogs,20.0,6.0,2.0,4.0,0.5
2608,29,Saint Mary's Gaels,saint_mary's_gaels,SMC,Saint Mary's,Gaels,21.0,6.0,1.0,13.0,0.0
292,30,UT Rio Grande Valley Vaqueros,ut_rio_grande_valley_vaqueros,RGV,UT Rio Grande,Vaqueros,6.0,19.0,11.0,-8.0,17.5
253,30,Southern Utah Thunderbirds,southern_utah_thunderbirds,SUU,Southern Utah,Thunderbirds,9.0,17.0,10.0,-4.0,15.0
2000,30,Abilene Christian Wildcats,abilene_christian_wildcats,ACU,Abilene Chrstn,Wildcats,10.0,15.0,9.0,2.0,13.5
3101,30,Utah Tech Trailblazers,utah_tech_trailblazers,UTU,Utah Tech,Trailblazers,10.0,16.0,8.0,-2.0,14.0
3084,30,Utah Valley Wolverines,utah_valley_wolverines,UVU,Utah Valley,Wolverines,12.0,14.0,7.0,3.0,12.0
2856,30,California Baptist Lancers,california_baptist_lancers,CBU,CA Baptist,Lancers,14.0,11.0,5.0,-3.0,9.5
2617,30,Stephen F. Austin Lumberjacks,stephen_f._austin_lumberjacks,SFA,SF Austin,Lumberjacks,14.0,11.0,6.0,-2.0,9.5
250,30,UT Arlington Mavericks,ut_arlington_mavericks,UTA,UT Arlington,Mavericks,13.0,13.0,4.0,1.0,11.0
2547,30,Seattle U Redhawks,seattle_u_redhawks,SEA,Seattle U,Redhawks,16.0,10.0,3.0,2.0,8.0
2627,30,Tarleton State Texans,tarleton_state_texans,TAR,Tarleton St,Texans,18.0,7.0,2.0,6.0,5.5
2253,30,Grand Canyon Lopes,grand_canyon_lopes,GCU,Grand Canyon,Lopes,24.0,2.0,1.0,7.0,0.0
