ID,NAME,GP,W,L,PTS,AST,REB,OREB,DREB,FG%,FGM,FGA,2P%,2PM,2PA,3P%,3PM,3PA,FT%,FTM,FTA,BLK,STL,TO,AST/TO,PF,SC-EFF,SH-EFF
46,Georgetown Hoyas,21.0,8,13,72.04762,12.476191,34.666668,12.190476,22.47619,41.9966995716095,15.333333,21.190475,47.32394218444824,336.0,710.0,34.46215093135834,8.238095,23.904762,72.35954999923706,15.333333,21.190475,3.5238094,6.0,13.047619,0.95620435,16.142857,1.2483498,0.49133664
2507,Providence Friars,22.0,14,8,72.681816,13.590909,36.454544,8.863636,27.59091,45.35999894142151,13.454545,19.272728,55.82047700881958,398.0,713.0,31.471136212348938,7.681818,24.40909,69.8113203048706,13.454545,19.272728,4.909091,6.409091,12.863636,1.0565372,15.863636,1.2792,0.5212
222,Villanova Wildcats,22.0,12,10,73.0,12.545455,36.045456,9.909091,26.136364,42.23938286304474,14.136364,17.363636,50.733137130737305,346.0,682.0,32.78955817222595,9.136364,27.863636,81.41361474990845,14.136364,17.363636,2.2727273,5.590909,9.863636,1.2718894,15.909091,1.2401544,0.5
2086,Butler Bulldogs,22.0,15,8,81.59091,15.090909,36.68182,10.272727,26.40909,46.26972675323486,14.545455,18.5,51.860201358795166,460.0,887.0,36.489152908325195,8.409091,23.045454,78.62407565116882,14.545455,18.5,3.5,6.590909,10.181818,1.4821428,14.045455,1.2876614,0.5290531
2599,St. John's Red Storm,22.0,14,9,76.59091,15.272727,39.136364,14.681818,24.454546,44.405099749565125,13.0,18.5,49.844881892204285,482.0,967.0,32.58427083492279,6.590909,20.227272,70.27027010917664,13.0,18.5,5.2272725,6.6363635,11.545455,1.3228346,18.09091,1.1933428,0.4953966
2752,Xavier Musketeers,22.0,12,10,77.09091,16.545454,39.772728,12.545455,27.227272,43.90065670013428,15.272727,20.59091,48.25707972049713,443.0,918.0,35.03325879573822,7.181818,20.5,74.17218685150146,15.272727,20.59091,3.6363637,7.0,11.727273,1.4108527,17.545454,1.2388605,0.49671292
156,Creighton Bluejays,22.0,16,6,80.545456,16.363636,39.363636,8.772727,30.59091,48.29931855201721,12.090909,15.727273,60.17569303512573,411.0,683.0,35.624998807907104,10.363636,29.09091,76.87861323356628,12.090909,15.727273,3.8181818,3.5454545,10.681818,1.531915,11.136364,1.3393801,0.569161
2550,Seton Hall Pirates,22.0,14,8,73.545456,12.727273,38.81818,13.363636,25.454546,45.21072804927826,14.454545,18.454546,50.59203505516052,470.0,929.0,31.91489279270172,5.4545455,17.09091,78.32512259483337,14.454545,18.454546,4.590909,7.590909,13.181818,0.9655172,15.772727,1.2398467,0.49808428
269,Marquette Golden Eagles,22.0,17,5,78.454544,16.40909,33.272728,9.0,24.272728,47.60479032993317,11.818182,16.227272,57.70235061645508,442.0,766.0,34.0350866317749,8.818182,25.90909,72.82913327217102,11.818182,16.227272,2.9545455,8.909091,10.363636,1.5833334,15.181818,1.2919161,0.5486527
41,UConn Huskies,22.0,21,2,81.36364,17.681818,38.454544,11.772727,26.681818,49.41451847553253,15.090909,20.5,59.03614163398743,441.0,747.0,35.95505654811859,8.727273,24.272728,73.61419200897217,15.090909,20.5,5.3636365,6.5,10.409091,1.6986899,17.09091,1.3973458,0.5690867
16,Sacramento State Hornets,23.0,6,17,67.434784,13.217391,37.391304,12.26087,25.130434,43.16205680370331,12.652174,17.652174,51.9944965839386,378.0,727.0,31.226766109466553,7.304348,23.391304,71.67487740516663,12.652174,17.652174,2.8695652,4.6086955,14.73913,0.89675516,17.26087,1.226087,0.49802372
70,Idaho Vandals,23.0,9,14,69.26087,12.434783,32.173912,8.130435,24.043478,44.52160596847534,11.391304,15.782609,52.15123891830444,400.0,767.0,33.45935642719269,7.695652,23.0,72.17630743980408,11.391304,15.782609,3.5217392,5.9565215,10.913043,1.1394422,17.391304,1.2291666,0.5135031
2464,Northern Arizona Lumberjacks,23.0,10,13,67.13043,13.347826,30.47826,8.0,22.47826,43.02147328853607,11.956522,17.608696,50.0,414.0,828.0,30.882352590560913,6.3913045,20.695652,67.90123581886292,11.956522,17.608696,3.0,5.826087,12.565217,1.0622838,18.782608,1.1840491,0.48657975
304,Idaho State Bengals,23.0,9,14,69.78261,12.434783,33.04348,10.391304,22.652174,45.43343782424927,12.217391,17.73913,52.90557146072388,437.0,826.0,32.188841700553894,6.521739,20.26087,68.8725471496582,12.217391,17.73913,3.6956522,6.9130435,11.521739,1.0792453,16.782608,1.2422601,0.5123839
2502,Portland State Vikings,23.0,14,9,71.565216,12.73913,36.217392,10.956522,25.26087,41.92390441894531,13.0,19.130434,47.535210847854614,405.0,852.0,33.08687508106232,7.7826085,23.52174,67.95454621315002,13.0,19.130434,3.8695652,6.695652,10.826087,1.1767068,17.173914,1.1816224,0.4834889
2692,Weber State Wildcats,23.0,14,9,75.391304,12.478261,33.260868,7.869565,25.391304,46.417444944381714,15.521739,20.47826,54.873162508010864,411.0,749.0,34.57943797111511,8.043478,23.26087,75.79618096351624,15.521739,20.47826,1.4347826,6.304348,9.913043,1.2587719,14.956522,1.3504673,0.53621495
149,Montana Grizzlies,23.0,15,8,76.304344,15.043478,34.782608,8.695652,26.086956,47.601476311683655,12.73913,16.304348,55.000001192092896,473.0,860.0,34.747475385665894,7.478261,21.52174,78.1333327293396,12.73913,16.304348,3.0434783,4.695652,10.0,1.5043478,16.652174,1.295203,0.53948337
147,Montana State Bobcats,23.0,11,12,74.652176,13.173913,30.043478,6.695652,23.347826,46.4067280292511,13.130435,17.869566,54.79082465171814,406.0,741.0,35.44973433017731,8.73913,24.652174,73.47931861877441,13.130435,17.869566,2.0434783,8.173913,11.913043,1.1058394,19.304348,1.3126911,0.54090214
2458,Northern Colorado Bears,22.0,13,9,81.09091,14.636364,34.954544,8.181818,26.772728,48.18384051322937,13.636364,18.954546,56.21230602264404,466.0,829.0,35.38461625576019,8.363636,23.636364,71.94244861602783,13.636364,18.954546,2.0,6.2272725,11.090909,1.3196721,16.727272,1.3224611,0.5500371
331,Eastern Washington Eagles,23.0,15,8,78.86957,17.26087,35.260868,8.217391,27.043478,48.94777834415436,15.26087,20.217392,57.82967209815979,421.0,728.0,37.29729652404785,9.0,24.130434,75.48387050628662,15.26087,20.217392,3.6956522,5.9130435,13.782609,1.252366,18.652174,1.4138738,0.5701481
2344,Longwood Lancers,24.0,14,10,75.041664,12.75,39.25,14.041667,25.208334,45.214977860450745,15.583333,23.291666,50.47709941864014,529.0,1048.0,31.2182754278183,5.125,16.416666,66.90518856048584,15.583333,23.291666,2.7916667,7.125,12.541667,1.0166113,17.958334,1.2489598,0.4947989
2506,Presbyterian Blue Hose,24.0,10,14,75.541664,13.458333,33.25,9.0,24.25,47.71573543548584,14.166667,21.625,54.57516312599182,501.0,918.0,34.05639827251434,6.5416665,19.208334,65.51059484481812,14.166667,21.625,3.125,6.3333335,11.375,1.1831502,18.791666,1.3147209,0.53408265
2908,South Carolina Upstate Spartans,22.0,7,15,71.72727,13.0,31.227272,9.181818,22.045454,44.86486613750458,11.181818,17.772728,52.22363471984863,411.0,787.0,33.46456587314606,7.7272725,23.09091,62.91559934616089,11.181818,17.772728,3.1818182,7.3636365,11.318182,1.1485944,19.40909,1.2185328,0.51428574
2515,Radford Highlanders,24.0,13,11,72.25,11.458333,34.416668,9.708333,24.708334,45.65061032772064,11.416667,15.291667,50.56818127632141,445.0,880.0,37.181997299194336,7.9166665,21.291666,74.65940117835999,11.416667,15.291667,3.7083333,6.0416665,11.416667,1.0036496,17.041666,1.2465852,0.5248023
2127,Charleston Southern Buccaneers,22.0,8,14,70.454544,10.545455,33.636364,9.136364,24.5,43.99677813053131,13.954545,18.454546,48.88613820075989,395.0,808.0,34.872978925704956,6.8636365,19.681818,75.6157636642456,13.954545,18.454546,3.0,3.6818182,12.090909,0.87218046,16.772728,1.2489928,0.5008058
2737,Winthrop Eagles,24.0,14,10,78.958336,12.0,35.708332,10.583333,25.125,46.70164883136749,19.375,27.208334,53.73317003250122,439.0,817.0,35.58994233608246,7.6666665,21.541666,71.20980024337769,19.375,27.208334,2.625,6.5833335,13.0,0.9230769,17.75,1.4205397,0.535982
2241,Gardner-Webb Runnin' Bulldogs,23.0,11,12,74.304344,12.565217,37.608696,10.73913,26.869566,43.67897808551788,13.521739,20.869566,49.666666984558105,447.0,900.0,33.07086527347565,7.304348,22.086956,64.79166746139526,13.521739,20.869566,2.173913,6.130435,11.26087,1.1158301,19.913044,1.2137784,0.49644887
2427,UNC Asheville Bulldogs,24.0,15,9,80.708336,15.75,34.958332,9.833333,25.125,46.88856601715088,18.333334,24.916666,52.71226167678833,447.0,848.0,37.64044940471649,8.375,22.25,73.5785961151123,18.333334,24.916666,4.25,5.8333335,12.333333,1.277027,17.791666,1.4015919,0.54160637
2272,High Point Panthers,24.0,20,4,84.916664,12.208333,39.666668,12.666667,27.0,46.870553493499756,21.5,27.5,54.621851444244385,455.0,833.0,35.60209572315216,8.5,23.875,78.18182110786438,21.5,27.5,3.4166667,5.0416665,10.875,1.1226053,17.791666,1.4495021,0.5412518
130,Michigan Wolverines,22.0,7,15,77.0,13.5,36.5,10.818182,25.681818,46.11872136592865,13.227273,18.636364,52.070266008377075,415.0,797.0,36.94390654563904,8.681818,23.5,70.9756076335907,13.227273,18.636364,3.8636363,3.909091,12.636364,1.0683453,17.227272,1.2891933,0.53386605
194,Ohio State Buckeyes,22.0,13,10,75.22727,14.454545,37.68182,11.863636,25.818182,44.803693890571594,14.954545,19.90909,50.847458839416504,420.0,826.0,34.24947261810303,7.3636365,21.5,75.11415481567383,14.954545,19.90909,4.6363635,5.2272725,10.318182,1.400881,15.954545,1.2740569,0.5103926
164,Rutgers Scarlet Knights,21.0,12,10,66.90476,11.809524,38.714287,13.190476,25.52381,38.75969052314758,13.714286,21.047619,43.92201900482178,383.0,872.0,27.9904305934906,5.571429,19.904762,65.1583731174469,13.714286,21.047619,5.142857,7.095238,11.809524,1.0,16.285715,1.0891473,0.43294573
120,Maryland Terrapins,22.0,13,10,69.545456,10.909091,36.590908,12.272727,24.318182,41.323646903038025,16.545454,23.227272,49.00662302970886,370.0,755.0,29.338842630386353,6.4545455,22.0,71.23287916183472,16.545454,23.227272,5.3636365,7.0454545,12.0,0.90909094,17.227272,1.2348669,0.47054076
2294,Iowa Hawkeyes,22.0,13,9,84.181816,18.272728,36.5,10.454545,26.045454,47.64581918716431,15.818182,20.454546,53.42742204666138,530.0,992.0,34.33874845504761,6.7272725,19.59091,77.33333110809326,15.818182,20.454546,3.8181818,7.7727275,9.772727,1.8697674,16.318182,1.3014758,0.528461
213,Penn State Nittany Lions,22.0,11,11,75.954544,12.136364,32.045456,10.0,22.045454,43.85307431221008,15.136364,20.5,52.059924602508545,417.0,801.0,31.519699096679688,7.6363635,24.227272,73.83592128753662,15.136364,20.5,2.8636363,9.045455,10.727273,1.1313559,18.40909,1.2526237,0.50149924
158,Nebraska Cornhuskers,23.0,16,7,77.652176,15.652174,37.782608,9.73913,28.043478,44.903987646102905,15.130435,19.956522,51.67335867881775,386.0,747.0,36.57331168651581,9.652174,26.391304,75.8169949054718,15.130435,19.956522,2.7826087,6.521739,11.26087,1.3899614,15.043478,1.3190546,0.5310192
84,Indiana Hoosiers,22.0,14,9,73.454544,14.772727,35.0,8.954545,26.045454,47.71986901760101,15.045455,22.636364,53.44632863998413,473.0,885.0,32.944607734680176,5.1363635,15.590909,66.46586060523987,15.045455,22.636364,3.9545455,5.5,12.0,1.2310606,17.181818,1.3159609,0.52320844
127,Michigan State Spartans,22.0,14,8,75.36364,17.454546,35.136364,10.181818,24.954546,47.38863408565521,12.5,17.863636,52.348995208740234,468.0,894.0,36.51960790157318,6.7727275,18.545454,69.97455358505249,12.5,17.863636,4.2272725,7.181818,10.090909,1.7297298,16.363636,1.2734255,0.531106
135,Minnesota Golden Gophers,21.0,14,7,76.47619,18.619047,37.142857,10.809524,26.333334,47.68976867198944,13.714286,20.095238,56.753069162368774,416.0,733.0,33.82045924663544,7.714286,22.809525,68.24644804000854,13.714286,20.095238,4.857143,6.571429,12.523809,1.4866921,16.47619,1.3250825,0.54372936
77,Northwestern Wildcats,22.0,15,7,75.0,16.363636,30.136364,8.0,22.136364,47.484275698661804,11.636364,16.09091,52.31539607048035,418.0,799.0,39.32346701622009,8.454545,21.5,72.31638431549072,11.636364,16.09091,3.3636363,7.5454545,9.181818,1.7821782,18.5,1.2971698,0.547956
356,Illinois Fighting Illini,22.0,17,5,82.545456,13.0,43.18182,13.5,29.681818,46.07631266117096,16.0,22.136364,53.90070676803589,456.0,846.0,33.88581871986389,8.363636,24.681818,72.27926254272461,16.0,22.136364,4.2272725,4.7272725,11.227273,1.1578947,14.045455,1.3074154,0.52699786
275,Wisconsin Badgers,22.0,16,6,75.454544,12.454545,34.090908,10.0,24.09091,47.06355631351471,15.363636,19.818182,53.58911156654358,433.0,808.0,34.94252860546112,6.909091,19.772728,77.52293348312378,15.363636,19.818182,1.8181819,6.0454545,9.863636,1.2626728,15.454545,1.3354787,0.531778
2509,Purdue Boilermakers,23.0,21,2,85.347824,18.608696,41.04348,12.0,29.043478,49.41434860229492,18.043478,25.086956,54.70183491706848,477.0,872.0,40.08097052574158,8.608696,21.47826,71.92374467849731,18.043478,25.086956,4.130435,5.652174,11.695652,1.591078,14.0,1.4370425,0.56661785
13,Cal Poly Mustangs,23.0,4,19,62.565216,9.652174,32.434784,9.478261,22.956522,40.031275153160095,12.521739,17.869566,43.99999976158142,385.0,875.0,31.43564462661743,5.521739,17.565218,70.07299065589905,12.521739,17.869566,3.9565217,5.695652,13.0,0.7424749,19.47826,1.1250978,0.44996092
27,UC Riverside Highlanders,23.0,8,15,68.08696,13.434783,37.391304,12.826087,24.565218,38.42465877532959,10.869565,15.565217,44.377267360687256,367.0,827.0,30.64770996570587,8.434783,27.52174,69.83240246772766,10.869565,15.565217,1.4782609,5.347826,9.565217,1.4045454,17.391304,1.0726027,0.45068493
62,Hawai'i Rainbow Warriors,23.0,12,11,70.78261,12.391304,33.739132,9.0,24.73913,44.745221734046936,14.478261,20.782608,54.9929678440094,391.0,711.0,31.376147270202637,7.4347825,23.695652,69.66527104377747,14.478261,20.782608,2.7391305,4.869565,12.26087,1.0106384,17.217392,1.2961783,0.51552546
2934,Cal State Bakersfield Roadrunners,22.0,9,13,68.5,10.181818,35.363636,12.636364,22.727272,42.78115630149841,13.136364,18.818182,47.289156913757324,471.0,996.0,28.749999403953552,4.181818,14.545455,69.80676054954529,13.136364,18.818182,3.7727273,7.2272725,11.863636,0.85823756,19.90909,1.1451368,0.46276596
2239,Cal State Fullerton Titans,22.0,11,11,66.954544,9.090909,32.909092,8.909091,24.0,42.2184020280838,16.227272,22.681818,47.98386991024017,357.0,744.0,31.980907917022705,6.090909,19.045454,71.54308557510376,16.227272,22.681818,2.7272727,6.909091,12.954545,0.7017544,17.954546,1.266552,0.47979364
2463,Cal State Northridge Matadors,23.0,14,9,76.26087,13.826087,41.47826,12.434783,29.043478,45.42228579521179,15.608696,23.086956,50.33556818962097,525.0,1043.0,31.420764327049255,5.0,15.913043,67.60828495025635,15.608696,23.086956,3.6956522,7.826087,14.478261,0.954955,20.652174,1.2448545,0.49503192
2540,UC Santa Barbara Gauchos,21.0,13,8,77.7619,14.285714,36.47619,8.380953,28.095238,51.09361410140991,15.904762,21.904762,56.62500262260437,453.0,800.0,38.192421197891235,6.2380953,16.333334,72.6086974143982,15.904762,21.904762,3.2380953,4.3809524,13.476191,1.0600706,15.952381,1.4286964,0.5682415
299,Long Beach State Beach,23.0,14,9,78.608696,15.304348,38.782608,12.347826,26.434782,45.57584226131439,16.782608,24.173914,51.21951103210449,525.0,1025.0,31.0776948928833,5.3913045,17.347826,69.42446231842041,16.782608,24.173914,4.173913,8.434783,13.391304,1.1428572,17.782608,1.269663,0.49929774
28,UC San Diego Tritons,23.0,15,8,77.04348,13.521739,34.565216,9.173913,25.391304,46.016380190849304,13.826087,18.217392,53.33333611488342,400.0,750.0,36.76222562789917,9.478261,25.782608,75.8949875831604,13.826087,18.217392,2.9565217,6.5652175,9.565217,1.4136363,15.869565,1.319434,0.5413254
302,UC Davis Aggies,22.0,14,8,71.90909,12.590909,34.409092,10.545455,23.863636,44.361525774002075,16.0,22.272728,50.26809573173523,375.0,746.0,34.78260934352875,7.2727275,20.90909,71.8367338180542,16.0,22.272728,3.8181818,7.9545455,14.181818,0.88782054,19.227272,1.3117745,0.5099502
300,UC Irvine Anteaters,23.0,17,6,76.13043,16.217392,37.652172,10.043478,27.608696,47.422680258750916,14.130435,18.73913,51.84426307678223,506.0,976.0,36.125653982162476,6.0,16.608696,75.40603280067444,14.130435,18.73913,3.6086957,6.652174,12.217391,1.3274021,18.347826,1.2893962,0.5250368
2261,Hampton Pirates,23.0,5,18,75.13043,13.565217,37.04348,11.217391,25.826086,44.3812221288681,13.217391,18.608696,51.37614607810974,448.0,872.0,32.958802580833435,7.652174,23.217392,71.02803587913513,13.217391,18.608696,3.2608695,6.4347825,13.173913,1.029703,17.086956,1.2290184,0.5064011
2210,Elon Phoenix,23.0,10,13,76.13043,13.608696,34.52174,10.695652,23.826086,45.864105224609375,13.478261,18.608696,52.163165807724,422.0,809.0,36.513760685920715,8.652174,23.695652,72.42990732192993,13.478261,18.608696,3.0,6.173913,11.782609,1.1549815,16.565218,1.2932053,0.532127
2729,William & Mary Tribe,23.0,8,15,72.0,12.478261,35.04348,9.608696,25.434782,42.57273972034454,14.695652,20.608696,51.54638886451721,350.0,679.0,32.85486400127411,8.956522,27.26087,71.30801677703857,14.695652,20.608696,1.6086956,4.7391305,11.086957,1.1254902,17.086956,1.2679939,0.5045942
111,Northeastern Huskies,23.0,8,15,69.608696,12.869565,33.391304,10.695652,22.695652,45.59173882007599,13.913043,18.434782,53.84615659713745,441.0,819.0,30.22727370262146,5.7826085,19.130434,75.47169923782349,13.913043,18.434782,2.9565217,6.2173915,13.0,0.9899666,15.043478,1.2716441,0.5087371
2619,Stony Brook Seawolves,23.0,12,11,71.08696,11.434783,36.260868,10.043478,26.217392,42.78462529182434,12.130435,17.086956,47.91666567325592,414.0,864.0,34.174758195877075,7.652174,22.391304,70.99236845970154,12.130435,17.086956,3.3043478,6.5652175,10.608696,1.0778688,15.043478,1.1856418,0.49166062
2405,Monmouth Hawks,23.0,12,11,71.78261,12.478261,34.95652,10.608696,24.347826,42.78350472450256,13.391304,18.782608,46.349942684173584,400.0,863.0,36.56565546989441,7.869565,21.52174,71.29629850387573,13.391304,18.782608,3.4347825,7.304348,11.304348,1.1038462,17.086956,1.2157584,0.49447718
2097,Campbell Fighting Camels,23.0,11,12,68.304344,12.391304,32.47826,7.7391305,24.73913,45.8640456199646,13.086957,18.0,54.01844382286072,410.0,759.0,32.46753215789795,6.521739,20.086956,72.7053165435791,13.086957,18.0,2.4782608,6.6086955,12.217391,1.0142349,15.26087,1.2866503,0.52006555
2448,North Carolina A&T Aggies,23.0,7,16,68.26087,11.130435,30.826086,8.913043,21.913044,40.08875787258148,14.434783,20.130434,45.48651874065399,388.0,853.0,30.86172342300415,6.695652,21.695652,71.70626521110535,14.434783,20.130434,3.4347825,5.826087,9.26087,1.201878,15.913043,1.1612426,0.45784023
48,Delaware Blue Hens,23.0,14,9,75.91304,14.869565,35.608696,9.173913,26.434782,47.17119634151459,12.652174,17.826086,53.46197485923767,471.0,881.0,35.624998807907104,7.4347825,20.869566,70.9756076335907,12.652174,17.826086,3.0,5.9565215,10.434783,1.425,15.478261,1.2828802,0.53453344
2275,Hofstra Pride,23.0,13,10,74.478264,15.608696,33.52174,8.0,25.52174,46.402350068092346,9.0,12.173913,55.47652840614319,390.0,703.0,36.72230541706085,10.521739,28.652174,73.92857074737549,9.0,12.173913,3.6086957,5.826087,10.869565,1.436,14.652174,1.2577093,0.5528634
350,UNC Wilmington Seahawks,22.0,16,6,80.72727,12.545455,35.545456,10.818182,24.727272,45.407408475875854,16.318182,21.40909,52.03452706336975,422.0,811.0,35.43599247932434,8.681818,24.5,76.22080445289612,16.318182,21.40909,2.6818182,6.318182,8.590909,1.4603175,17.59091,1.3155556,0.52481484
232,Charleston Cougars,23.0,16,7,81.0,14.565217,40.347828,13.304348,27.043478,43.54194402694702,14.043478,19.130434,54.17201519012451,422.0,779.0,32.088521122932434,10.086957,31.434782,73.40909242630005,14.043478,19.130434,3.0,5.695652,10.26087,1.4194915,16.217392,1.2403462,0.5126498
119,Towson Tigers,23.0,14,9,67.78261,10.956522,39.391304,14.913043,24.47826,41.38719439506531,14.0,21.347826,45.52845656871796,392.0,861.0,33.48115384578705,6.5652175,19.608696,65.5804455280304,14.0,21.347826,4.304348,6.478261,11.913043,0.919708,16.47826,1.1882622,0.4714177
2182,Drexel Dragons,23.0,15,8,73.13043,12.73913,40.695652,12.391304,28.304348,45.72271406650543,12.869565,17.913044,51.916760206222534,474.0,913.0,32.957109808921814,6.347826,19.26087,71.84466123580933,12.869565,17.913044,4.304348,5.347826,11.086957,1.1490196,15.565217,1.240413,0.51106197
2393,Middle Tennessee Blue Raiders,22.0,8,14,63.863636,9.772727,35.0,11.363636,23.636364,40.468499064445496,11.636364,17.136364,49.09847378730774,354.0,721.0,28.433269262313843,6.681818,23.5,67.90450811386108,11.636364,17.136364,4.590909,6.0,14.681818,0.6656347,15.5,1.134895,0.46405494
2335,Liberty Flames,23.0,14,9,75.26087,16.608696,35.086956,9.434783,25.652174,46.243616938591,9.608696,14.521739,55.92011213302612,392.0,701.0,36.119404435157776,10.521739,29.130434,66.16766452789307,9.608696,14.521739,1.9565217,5.6086955,9.608696,1.7285068,15.086957,1.2625821,0.5506929
2638,UTEP Miners,23.0,12,11,73.434784,12.956522,32.826088,10.434783,22.391304,44.96487081050873,17.956522,25.913044,51.657140254974365,452.0,875.0,30.54187297821045,5.3913045,17.652174,69.29529905319214,17.956522,25.913044,3.173913,11.652174,15.0,0.8637681,20.086956,1.3185011,0.4980484
55,Jacksonville State Gamecocks,23.0,11,12,70.521736,11.086957,36.913044,11.304348,25.608696,46.18380069732666,13.652174,19.391304,51.644736528396606,471.0,912.0,32.79569745063782,5.304348,16.173914,70.40358781814575,13.652174,19.391304,4.0,6.7826085,13.391304,0.8279221,16.347826,1.2632399,0.50934577
2229,Florida International Panthers,23.0,8,15,74.86957,15.043478,32.260868,11.086957,21.173914,43.82889270782471,11.695652,17.391304,50.53892135620117,422.0,835.0,34.348562359809875,8.826087,25.695652,67.25000143051147,11.695652,17.391304,3.3913043,11.043478,14.391304,1.0453172,18.391304,1.2075737,0.50946707
98,Western Kentucky Hilltoppers,22.0,15,7,80.72727,13.863636,40.0,10.681818,29.318182,46.8861848115921,14.181818,20.5,53.015875816345215,501.0,945.0,34.07079577445984,7.0,20.545454,69.17960047721863,14.181818,20.5,3.1363637,7.4545455,14.136364,0.9807074,18.5,1.2712957,0.52397996
166,New Mexico State Aggies,23.0,11,12,69.73913,11.695652,34.434784,8.826087,25.608696,42.562928795814514,14.608696,20.652174,47.209301590919495,406.0,860.0,33.7028831243515,6.6086955,19.608696,70.73684334754944,14.608696,20.652174,2.7826087,6.6086955,12.695652,0.9212329,20.608696,1.2234935,0.48360032
2534,Sam Houston Bearkats,23.0,13,10,71.347824,12.869565,38.95652,12.695652,26.26087,40.76704680919647,14.217391,19.869566,45.08287310600281,408.0,905.0,33.001989126205444,7.2173915,21.869566,71.5536117553711,14.217391,19.869566,2.5652175,6.9130435,13.130435,0.98013246,17.347826,1.165483,0.4666193
2348,Louisiana Tech Bulldogs,22.0,16,6,76.22727,13.181818,39.863636,11.909091,27.954546,46.01770043373108,16.545454,23.863636,51.33758187294006,403.0,785.0,36.899563670158386,7.681818,20.818182,69.33333277702332,16.545454,23.863636,4.909091,7.7272725,12.409091,1.0622711,15.318182,1.3491553,0.5281577
2130,Chicago State Cougars,27.0,11,16,68.59259,11.111111,32.925926,11.703704,21.222221,42.24704205989838,14.666667,20.88889,48.02030324935913,473.0,985.0,31.657356023788452,6.296296,19.88889,70.21276354789734,14.666667,20.88889,3.2222223,8.962963,13.518518,0.82191783,17.444445,1.21682,0.478318
2174,Detroit Mercy Titans,24.0,0,24,63.625,10.041667,30.125,9.5,20.625,39.97093141078949,12.25,16.833334,47.986191511154175,417.0,869.0,26.23274028301239,5.5416665,21.125,72.77227640151978,12.25,16.833334,2.25,6.6666665,13.333333,0.753125,17.375,1.1097383,0.4480378
85,IUPUI Jaguars,25.0,6,19,66.08,10.12,30.32,9.96,20.36,43.646806478500366,13.88,18.92,50.14492869377136,519.0,1035.0,24.860335886478424,3.56,14.32,73.36152195930481,13.88,18.92,2.12,7.52,14.12,0.7167139,17.28,1.1859297,0.4684135
2523,Robert Morris Colonials,23.0,9,14,75.17391,13.434783,36.434784,13.043478,23.391304,44.38081681728363,13.130435,18.304348,51.85628533363342,433.0,835.0,33.27402174472809,8.130435,24.434782,71.73396944999695,13.130435,18.304348,2.5217392,5.4347825,13.956522,0.9626168,17.73913,1.2376521,0.5107373
2870,Purdue Fort Wayne Mastodons,23.0,15,8,81.78261,13.043478,32.173912,8.521739,23.652174,46.54570817947388,14.347826,20.434782,54.28226590156555,450.0,829.0,35.92715263366699,9.434783,26.26087,70.21276354789734,14.347826,20.434782,3.2608695,10.0,10.434783,1.25,18.173914,1.3126309,0.5411724
94,Northern Kentucky Norse,23.0,11,12,72.82609,13.391304,33.869564,10.695652,23.173914,45.06828486919403,15.391304,21.956522,52.090394496917725,461.0,885.0,30.715936422348022,5.7826085,18.826086,70.0990080833435,15.391304,21.956522,2.9130435,9.173913,13.0,1.0301003,16.652174,1.270865,0.5011381
325,Cleveland State Vikings,24.0,14,10,77.0,13.25,35.75,13.625,22.125,44.46653425693512,13.791667,20.833334,48.48484992980957,496.0,1023.0,36.00822985172272,7.2916665,20.25,66.20000004768372,13.791667,20.833334,4.5833335,8.416667,10.75,1.2325581,19.0,1.224652,0.50265074
270,Milwaukee Panthers,23.0,12,11,78.95652,13.913043,38.304348,13.652174,24.652174,44.32918429374695,14.913043,20.956522,51.724135875701904,450.0,870.0,33.15972089767456,8.304348,25.043478,71.16182446479797,14.913043,20.956522,4.6086955,6.2173915,12.565217,1.1072664,17.608696,1.2558783,0.5093361
2750,Wright State Raiders,24.0,13,11,85.708336,16.375,34.0,8.5,25.5,53.59116196632385,14.583333,19.208334,59.59693193435669,621.0,1042.0,38.17734122276306,6.4583335,16.916666,75.92191100120544,14.583333,19.208334,3.0,5.8333335,11.75,1.393617,15.833333,1.4205801,0.5894337
2754,Youngstown State Penguins,24.0,17,7,81.833336,15.791667,40.0,12.375,27.625,46.07906639575958,13.375,17.375,55.2423894405365,490.0,887.0,33.68902504444122,9.208333,27.333334,76.9784152507782,13.375,17.375,4.875,6.4583335,11.25,1.4037037,16.083334,1.2728451,0.5324044
2739,Green Bay Phoenix,24.0,15,9,68.625,12.833333,32.833332,8.458333,24.375,46.04037404060364,10.041667,13.791667,56.515151262283325,373.0,660.0,35.03184616565704,9.166667,26.166666,72.80966639518738,10.041667,13.791667,2.2916667,4.875,12.25,1.0476191,16.958334,1.2787267,0.5458075
2473,Oakland Golden Grizzlies,24.0,15,9,75.5,13.541667,35.083332,10.375,24.708334,44.66899037361145,13.875,18.583334,51.38888955116272,444.0,864.0,34.50087606906891,8.208333,23.791666,74.66367483139038,13.875,18.583334,2.25,6.625,11.458333,1.1818181,15.291667,1.2627177,0.51533103
219,Pennsylvania Quakers,21.0,9,12,74.42857,14.857142,37.52381,11.571428,25.952381,44.82758641242981,11.714286,17.47619,50.99149942398071,360.0,706.0,36.78373396396637,9.476191,25.761906,67.02997088432312,11.714286,17.47619,2.6666667,6.285714,12.190476,1.21875,14.523809,1.2534082,0.52806735
