ID,GP,PTS,REB,AST,STL,BLK,TO,FG%,3P%,FT%,FGM,FGA,3PM,3PA,FTM,FTA,OR,DR,OR%,TO%,AST/TO,PF,SC_EFF,SH_EFF,FT_RATE,PACE,OPP_PTS,OPP_REB,OPP_AST,OPP_STL,OPP_BLK,OPP_TO,OPP_FG%,OPP_3P%,OPP_FT%,OPP_FGM,OPP_FGA,OPP_3PM,OPP_3PA,OPP_FTM,OPP_FTA,OPP_OR,OPP_DR,OPP_OR%,OPP_TO%,OPP_AST/TO,OPP_PF,OPP_SC_EFF,OPP_SH_EFF,OPP_FT_RATE,OFF_EFF,DEF_EFF,NET_RTG,EFF_FG%,4FAC,OPP_EFF_FG%
57,24.0,84.625,44.375,15.208333,6.7916665,5.4583335,12.291667,45.47169804573059,33.39383006095886,68.7821626663208,30.125,66.25,7.6666665,22.958334,16.708334,24.291666,16.166666,28.208334,0.4475202,0.13775262797814516,1.2372881,17.375,1.2773585,0.5125786,0.36666665660377357,1076.3506874537643,76.625,35.333332,11.666667,7.9166665,4.25,10.916667,43.329015374183655,33.40040147304535,67.81376600265503,27.875,64.333336,6.9166665,20.708334,13.958333,20.583334,11.25,24.083334,0.30857143,0.1294875839026675,1.0687023,18.75,1.1910622,0.48704663,0.31994818362909083,7.862214516738082,7.118962331994748,0.7432521847433344,0.5125786150943397,0.3839736415228382,0.487046610640555
2655,24.0,84.541664,33.791668,14.333333,8.25,4.5833335,10.625,48.19788038730621,35.39651930332184,74.26810264587402,28.416666,58.958332,7.625,21.541666,20.083334,27.041666,6.7916665,27.0,0.22237381,0.13039743351813077,1.3490196,17.375,1.4339223,0.54664314,0.45865724288129456,1074.2618289725588,80.083336,40.583332,15.375,6.25,3.6666667,13.5,42.63959527015686,33.629629015922546,70.76612710952759,28.0,65.666664,9.458333,28.125,14.625,20.666666,13.333333,27.25,0.3539823,0.1529571771216094,1.1388888,20.25,1.2195431,0.4984137,0.31472081481099756,7.869744760535427,7.454731597099842,0.41501316343558514,0.5466431105954626,0.36452995104991187,0.4984137232858365
2272,27.0,84.37037,39.814816,11.925926,5.3333335,3.3333333,11.185185,46.25935256481171,34.78939235210419,77.79291272163391,27.481482,59.407406,8.259259,23.74074,21.148148,27.185184,13.111111,26.703703,0.41067284,0.13548919798189443,1.0662252,17.925926,1.4201995,0.53210723,0.4576059759283211,909.2597221228037,74.18519,29.925926,11.740741,5.0,2.9629629,10.074074,44.39546465873718,35.23622155189514,73.79679083824158,26.11111,58.814816,6.6296296,18.814816,15.333333,20.777779,8.259259,21.666666,0.25254813,0.12910329794968825,1.1654412,21.814816,1.261335,0.50031483,0.353274572855928,9.279017638989293,8.158855846688502,1.1201617923007916,0.5321072510723662,0.39749066431366825,0.5003148322354694
338,27.0,83.48148,39.074074,14.925926,7.5555553,4.037037,11.814815,44.49438154697418,32.73885250091553,68.03953647613525,29.333334,65.92593,9.518518,29.074074,15.296296,22.481482,12.555555,26.518518,0.34311742,0.13482214830645983,1.2633228,19.851852,1.2662921,0.51713485,0.3410112227464975,1014.2385135586278,80.37037,39.074074,12.851851,6.814815,4.4814816,13.703704,43.731433153152466,33.94777178764343,71.3004469871521,27.25926,62.333332,8.185185,24.11111,17.666666,24.777779,11.555555,27.518518,0.32946146,0.15762388816575643,0.93783784,19.518518,1.2893642,0.5029709,0.3975044844385986,8.230951485670868,7.9242080561511035,0.30674342951976463,0.5171348056826806,0.36033462676166184,0.5029709064806611
2294,25.0,83.48,35.96,17.68,7.64,3.84,9.96,47.67225384712219,33.74741077423096,77.60000228881836,30.72,64.44,6.52,19.32,15.52,20.0,10.6,25.36,0.3143535,0.1197115384615385,1.7751004,16.6,1.2954687,0.5273122,0.31036623215394166,980.1514811834963,78.04,36.88,14.76,6.28,4.08,12.76,45.15503942966461,34.63588058948517,71.8875527381897,27.96,61.92,7.8,22.52,14.32,19.92,11.48,25.4,0.33804476,0.15291546028032904,1.1567398,17.24,1.2603359,0.5145349,0.32170542635658916,8.517050843937001,7.962034593445661,0.5550162504913407,0.5273122284295468,0.35027841081029465,0.5145348837209303
252,24.0,83.375,40.291668,19.375,6.2916665,2.7916667,11.0,47.13541567325592,36.04651093482971,73.45844507217407,30.166666,64.0,11.625,32.25,11.416667,15.541667,11.916667,28.375,0.35221675,0.1344113391884773,1.7613636,17.166666,1.3027344,0.5621745,0.242838546875,909.7167293320773,67.625,32.833332,11.708333,6.0,2.2083333,11.75,41.67841970920563,29.69697117805481,69.5035457611084,24.625,59.083332,6.125,20.625,12.25,17.625,8.916667,23.916666,0.25876662,0.14951328907197065,0.9964539,15.041667,1.1445699,0.46861777,0.29830748204925206,9.164940833968693,7.433632670430379,1.7313081635383138,0.56217446875,0.36534175432836935,0.46861778208446336
2226,25.0,83.32,38.36,15.28,7.76,2.68,11.04,48.00257682800293,36.807817220687866,71.40077948570251,29.8,62.08,9.04,24.56,14.68,20.56,12.2,26.16,0.377943,0.13436149082836776,1.384058,15.68,1.3421391,0.55283505,0.33118556701030927,947.5033504518348,72.08,34.32,10.52,5.56,2.44,12.4,43.481096625328064,33.09222459793091,72.5190818309784,26.68,61.36,7.32,22.12,11.4,15.72,10.96,23.36,0.3160323,0.1536997005334867,0.8483871,17.72,1.1747067,0.49445894,0.2561929595827901,8.793636451023342,7.607360962431141,1.1862754885922016,0.5528350515463918,0.37999082837719506,0.49445893089960885
172,22.0,83.318184,35.5,18.227272,8.909091,2.409091,13.090909,49.96260404586792,34.95297729969025,72.29551672935486,30.363636,60.772728,10.136364,29.0,12.454545,17.227272,9.545455,25.954546,0.31390134,0.16073581109148477,1.3923612,18.0,1.3709798,0.5830217,0.28347044088591844,941.0244435311014,74.0,34.454544,13.636364,7.3636365,3.0454545,14.181818,44.09566521644592,31.521740555763245,64.77541327476501,26.818182,60.81818,7.909091,25.09091,12.454545,19.227272,11.409091,23.045454,0.33556148,0.16992353695450046,0.96153843,16.181818,1.2167414,0.50597906,0.3161434952509266,8.853987223472828,7.863770224960607,0.9902169985122207,0.5830216803826874,0.378693459058834,0.5059790921069983
167,25.0,83.28,38.88,14.92,9.52,4.76,10.44,46.531614661216736,34.66135561466217,71.14337682723999,30.32,65.16,6.96,20.08,15.68,22.04,12.48,26.4,0.35820895,0.1223950029074675,1.4291188,18.48,1.2780848,0.51872313,0.33824432166973606,901.7563153871787,71.0,35.12,13.48,5.84,4.4,15.2,43.083277344703674,29.900988936424255,71.12810611724854,25.04,58.12,6.04,20.2,14.88,20.92,9.8,25.32,0.2962515,0.18418705649695605,0.88684213,18.44,1.2216104,0.48279423,0.3599449415003442,9.235310979135516,7.873524009589597,1.3617869695459186,0.5187231430325353,0.36046644619034146,0.48279421885753615
2,25.0,83.08,38.92,17.96,7.6,6.0,10.4,46.89745306968689,33.79073739051819,76.02739930152893,28.72,61.24,7.88,23.32,17.76,23.36,11.8,27.12,0.36285362,0.12695560460165237,1.7269231,18.52,1.3566296,0.53331155,0.38145003265839317,910.2893135803814,66.88,34.32,9.8,6.48,3.2,13.44,37.92867064476013,29.787233471870422,74.10072088241577,22.12,58.32,6.16,20.68,16.48,22.24,11.44,22.88,0.3160221,0.16481575952595848,0.7291667,18.96,1.1467764,0.43209878,0.38134430727023316,9.126768683379009,7.347114703230479,1.77965398014853,0.5333115610711953,0.3748517544776502,0.4320987654320988
356,24.0,83.041664,42.541668,13.208333,4.5833335,4.125,11.0,46.39788568019867,34.61538553237915,73.18007946014404,29.25,63.041668,8.625,24.916666,15.916667,21.75,13.125,29.416666,0.38840938,0.13156058553932926,1.2007576,14.75,1.3172505,0.532386,0.3450099067810198,1065.3085152640328,70.333336,33.208332,10.833333,5.75,3.1666667,9.291667,41.45548939704895,32.311320304870605,69.97455358505249,26.583334,64.125,5.7083335,17.666666,11.458333,16.375,10.083333,23.125,0.26859045,0.11525024656213075,1.1659193,17.916666,1.0968161,0.45906433,0.2553606237816764,7.795081219210796,6.602156557677392,1.1929246615334037,0.5323859768431254,0.3752778991392355,0.4590643391812866
2754,27.0,82.62963,40.37037,15.592592,6.4074073,4.851852,10.740741,45.40262818336487,33.109018206596375,77.75590419769287,29.444445,64.85185,9.111111,27.518518,14.62963,18.814816,12.740741,27.62963,0.35983264,0.12806246387912953,1.4517242,16.037037,1.274129,0.52427185,0.2901199580274117,951.687411151133,70.81481,34.074074,13.851851,5.888889,2.8888888,12.0,41.59131944179535,34.206220507621765,69.31330561637878,25.555555,61.444443,7.740741,22.62963,11.962963,17.25926,10.296296,23.777779,0.2868937,0.1480777337123396,1.154321,16.88889,1.1525015,0.47890297,0.28089212233561955,8.682433857147869,7.440973703155797,1.2414601539920715,0.5242718673407157,0.35720888461018047,0.47890295791272774
239,24.0,82.583336,35.458332,15.583333,6.8333335,3.375,11.958333,49.10778105258942,40.30418395996094,72.69372940063477,28.666666,58.375,8.833333,21.916666,16.416666,22.583334,11.791667,23.666666,0.39691445,0.14897636733473346,1.3031359,16.5,1.4147037,0.56673807,0.3868665353319058,836.9841519464401,70.25,29.416666,12.875,6.75,3.2916667,12.833333,44.989025592803955,33.125001192092896,71.56626582145691,25.625,56.958332,6.625,20.0,12.375,17.291666,9.291667,20.125,0.29654256,0.16580534011600084,1.0032468,19.333334,1.2333577,0.5080468,0.30358448698954177,9.866774156708841,8.393229410214138,1.473544746494703,0.5667380299785867,0.40135217412490387,0.508046829742135
153,25.0,82.32,41.0,14.48,6.0,4.12,10.52,44.897958636283875,35.7015997171402,75.08361339569092,28.16,62.72,8.04,22.52,17.96,23.92,12.28,28.72,0.35532406,0.12558974652837468,1.3764259,16.92,1.3125,0.513074,0.3813775510204082,990.7609778252196,71.04,34.2,10.32,5.68,3.8,11.28,41.09324812889099,30.404219031333923,74.37071204185486,25.56,62.2,6.92,22.76,13.0,17.48,9.24,24.96,0.2521834,0.13896554442955136,0.9148936,19.04,1.1421221,0.4665595,0.2810289389067524,8.308764862812561,7.170246062368858,1.1385188004437028,0.5130739795918368,0.3648984731218896,0.4665594855305466
41,25.0,82.04,38.12,18.04,6.48,5.48,10.16,50.06868243217468,36.72787845134735,72.99413084983826,29.16,58.24,8.8,23.96,14.92,20.44,11.6,26.52,0.39889959,0.13127700481693577,1.7755905,16.84,1.4086539,0.57623625,0.3509615384615385,833.1766072795132,64.12,29.72,10.48,5.6,2.76,11.32,39.771100878715515,31.981980800628662,70.79107761383057,22.24,55.92,5.68,17.76,13.96,19.72,9.84,19.88,0.29216152,0.14911060529421685,0.9257951,17.76,1.146638,0.44849786,0.35264663805436336,9.84665187226954,7.6958473677465005,2.1508045045230393,0.5762362637362638,0.3957379054679702,0.4484978540772532
2198,25.0,81.92,40.48,15.52,6.8,6.0,11.84,46.27233445644379,35.9649121761322,68.33667159080505,30.04,64.92,8.2,22.8,13.64,19.96,13.28,27.2,0.38073394,0.1384108933113871,1.3108108,16.64,1.2618607,0.525878,0.30745532963647565,1036.4181126584745,76.84,36.64,13.52,7.28,2.72,11.96,42.670807242393494,37.088388204574585,72.07792401313782,27.48,64.4,8.56,23.08,13.32,18.48,12.12,24.52,0.32827735,0.14155320317382164,1.1304348,16.76,1.1931677,0.4931677,0.28695652173913044,7.904145923296372,7.413996249341957,0.49014967395441467,0.5258780036968577,0.3672190122520612,0.493167701863354
2628,24.0,81.791664,37.375,17.958334,9.208333,3.9166667,12.875,48.57916235923767,35.535308718681335,71.76015377044678,29.916666,61.583332,6.5,18.291666,15.458333,21.541666,12.166667,25.208334,0.38421053,0.15338946328001501,1.394822,17.458334,1.3281461,0.53856564,0.3497970197520329,868.703134019923,70.875,32.0,14.541667,6.8333335,3.5,15.291667,44.14739906787872,32.92181193828583,69.19739842414856,25.458334,57.666668,6.6666665,20.25,13.291667,19.208334,9.916667,22.083334,0.30789134,0.18783523684858047,0.95095366,17.833334,1.2290462,0.49927744,0.33309248940826613,9.41537572467468,8.15871351494106,1.256662209733621,0.5385656300636672,0.3830852768082756,0.49927745521901834
